US State,Crop Name,Input N,Output N,Input P,Output P,Input K,Output K
Alabama,Grapefruits,50,18,43,24,11,50
Alabama,Lychees,6,32,16,6,12,40
Alabama,Rutabagas,49,19,29,8,1,44
Alabama,Bell Peppers,7,41,18,17,26,24
Alabama,Breadfruit,36,18,50,16,15,26
Alabama,Durian,14,19,38,22,28,3
Alabama,Mangosteens,21,27,30,28,16,5
Alabama,Chickpeas,28,31,17,20,2,13
Alabama,Taro,14,28,39,28,40,21
Alabama,Breadfruit Tree,13,12,22,27,20,1
Alabama,Orchard Grass,30,32,48,50,31,38
Alabama,Mint,40,32,6,5,20,22
Alabama,Mizuna,48,37,12,49,15,5
Alabama,Dragonfruit,47,17,25,18,12,36
Alabama,Sesame,0,43,46,47,11,2
Alabama,Endive,11,13,15,24,8,23
Alabama,Watercress,23,3,9,34,3,22
Alabama,Cottonseed,9,7,0,41,3,19
Alabama,Safflower,43,43,40,2,38,28
Alabama,Spelt,40,21,43,21,31,13
Alabama,Papayas,37,22,26,1,11,3
Alabama,Guavas,4,6,42,44,33,15
Alabama,Oil Palm,16,23,18,36,10,20
Alabama,Jalapeño,40,20,4,5,40,4
Alabama,Leeks,6,39,39,14,19,50
Alabama,Henna,29,9,29,36,33,3
Alabama,Echinacea,30,1,13,20,29,20
Alabama,Cocoa,38,3,2,21,1,17
Alabama,Leeks,47,11,28,10,46,37
Alabama,Serrano,16,42,19,3,8,25
Alabama,Fennel,26,42,20,15,34,15
Alabama,Chinese Broccoli,9,1,25,30,47,8
Alabama,Broccoli,30,32,45,36,49,47
Alabama,Shallots,36,23,25,44,29,47
Alabama,Bamboo,12,49,40,30,35,48
Alabama,Onions,11,23,7,2,8,17
Alabama,Dragonfruit,0,40,43,25,11,23
Alabama,Maize,40,5,27,22,43,20
Alabama,Blackberries,13,24,10,39,23,7
Alabama,Wormwood,29,28,6,0,27,48
Alabama,Olive,24,45,18,14,40,31
Alabama,Caraway,37,25,11,1,35,38
Alabama,Water Chestnuts,34,7,16,24,40,42
Alabama,Poblano Pepper,4,19,36,2,16,47
Alabama,Butternut Squash,7,44,43,10,2,3
Alabama,Fenugreek,20,5,11,15,2,45
Alabama,Fonio,24,37,40,46,6,36
Alabama,Mulberry Tree,26,2,4,11,48,23
Alabama,Cottonseed,22,7,22,26,43,1
Alabama,Honeydew,19,40,13,13,2,25
Alabama,Chinese Broccoli,18,44,44,17,11,23
Alabama,Rambai,39,25,30,39,5,23
Alabama,Sorrel,40,49,48,37,23,0
Alabama,Sugar Beets,29,7,8,44,50,49
Alabama,Coconuts,10,24,17,35,1,15
Alabama,Mustard Greens,34,37,19,12,7,31
Alabama,Lupins,26,18,30,47,28,39
Alabama,Sorrel,21,16,50,41,29,34
Alabama,Neem,5,10,44,5,13,43
Alabama,Bell Pepper (Green),18,4,12,37,32,18
Alabama,Sorghum Grass,28,0,32,9,39,20
Alabama,Watercress,33,48,25,42,25,46
Alabama,Taro,38,1,1,43,30,38
Alabama,Chives,7,29,12,11,19,21
Alabama,Ryegrass,7,36,8,24,38,47
Alabama,Honeydew,16,50,21,25,10,13
Alabama,Sorrel,25,20,0,9,20,39
Alabama,Breadfruit Tree,41,36,31,2,0,10
Alabama,Persimmons,49,34,31,35,32,3
Alabama,Karanda,37,9,25,18,9,10
Alabama,Okra,42,36,36,46,3,36
Alabama,Guavas,4,18,27,46,7,48
Alabama,Maize,39,21,24,21,38,29
Alabama,Kidney Beans,8,15,24,6,9,0
Alabama,Gooseberries,8,19,49,34,47,7
Alabama,Caraway,37,22,25,36,41,21
Alabama,Orchard Grass,7,9,31,35,4,17
Alabama,Bell Pepper (Green),21,4,22,23,49,4
Alabama,Shallots,16,28,46,32,39,38
Alabama,Snap Beans,47,22,44,50,34,50
Alabama,Oats,5,18,26,39,23,47
Alabama,Loquat,17,37,34,38,25,12
Alabama,Passionfruit,14,17,26,27,17,35
Alabama,Blueberries,20,26,0,13,43,48
Alabama,Pears,48,30,37,11,12,39
Alabama,Rutabagas,30,17,13,38,41,7
Alabama,Raspberries,6,45,41,38,20,4
Alabama,Water Chestnuts,40,39,10,36,11,24
Alabama,Agave,22,10,47,15,50,9
Alabama,Agave,20,15,48,36,34,38
Alabama,Woad,9,21,33,26,15,34
Alabama,Currants,19,27,45,32,6,34
Alabama,Indigo,7,21,13,31,4,3
Alabama,Lupins,41,13,34,19,45,1
Alabama,Olive,23,14,5,33,40,38
Alabama,Beets,13,25,17,21,21,3
Alabama,Clover,30,7,22,32,38,45
Alabama,Camelina,33,49,31,27,32,9
Alabama,Broccoli,16,29,9,44,17,3
Alabama,Sapote,6,17,35,40,5,13
Alabama,Cowpeas,48,25,16,7,17,31
Alabama,Leeks,32,41,42,32,16,42
Alabama,Collard Greens,21,2,42,24,50,31
Alabama,Chamomile,21,42,44,41,20,5
Alabama,Bell Pepper (Green),3,18,22,2,12,30
Alabama,Limes,7,37,26,40,13,25
Alabama,Basil,35,8,6,35,22,18
Alabama,Apples,43,13,22,26,26,4
Alabama,Asafoetida,1,41,8,35,4,46
Alabama,Oranges,16,13,13,48,25,26
Alabama,Pumpkins,33,42,46,38,10,41
Alabama,Dill,46,42,22,38,13,43
Alabama,Calendula,11,33,29,5,8,16
Alabama,Pitaya,37,27,33,47,20,7
Alabama,Bell Pepper (Green),48,48,23,2,28,49
Alabama,Plantains,22,12,42,35,36,48
Alabama,Catnip,34,35,30,49,18,21
Alabama,Coconuts,49,28,34,36,32,21
Alabama,Fava Beans,33,50,23,5,44,30
Alabama,Scotch Bonnet,32,12,1,45,4,29
Alabama,Fig Tree,10,6,28,30,50,32
Alabama,Cashew Apple,14,7,37,28,45,13
Alabama,Jackfruit,46,29,30,26,22,47
Alabama,Karanda,8,41,5,28,28,39
Alabama,Broccoli,34,13,11,15,26,21
Alabama,Apples,45,22,25,33,39,5
Alabama,Kava,13,40,27,5,49,6
Alabama,Woad,11,50,11,23,21,34
Alabama,Jalapeño,34,11,45,48,39,24
Alabama,Fava Beans,30,22,33,22,24,19
Alabama,Cinnamon,19,9,47,3,29,3
Alabama,Clementines,26,5,19,3,18,27
Alabama,Walnuts,5,38,5,12,32,25
Alabama,Clementines,45,40,10,45,22,19
Alabama,Cucumbers,15,46,25,26,13,23
Alabama,Kiwifruit,42,25,43,15,35,29
Alabama,Brussels Sprouts,13,40,17,20,28,46
Alabama,Pomegranates,0,45,43,42,25,6
Alabama,Guayusa,16,6,50,47,8,31
Alabama,Brazil Nuts,41,47,11,21,13,40
Alabama,Yarrow,34,44,45,2,48,29
Alabama,Potatoes,37,19,26,5,44,33
Alabama,Nutmeg,7,42,24,48,3,35
Alabama,Ryegrass,10,25,32,0,0,20
Alabama,Parsley,7,1,12,37,45,24
Alabama,Ghost Pepper,16,26,2,25,23,7
Alabama,Pistachios,3,29,36,21,39,27
Alabama,Sugarcane,16,49,39,38,48,38
Alabama,Cilantro,32,17,35,43,35,24
Alabama,Garlic,30,37,29,50,4,2
Alabama,Zucchini,27,14,31,13,19,43
Alabama,Avocado,36,20,37,37,11,4
Alabama,Kapok,10,35,19,49,28,6
Alabama,Jalapeño,19,37,36,47,35,1
Alabama,Oregano,30,14,44,24,1,11
Alabama,Zucchini,13,27,7,7,2,20
Alabama,Oregano,5,7,41,2,6,32
Alabama,Coffee,44,47,37,19,28,34
Alabama,Longan,19,24,3,34,7,19
Alabama,Elderberries,42,36,4,34,13,7
Alabama,Kale,31,36,49,27,24,37
Alabama,Gooseberries,18,39,46,21,32,2
Alabama,Sage,50,16,13,38,28,1
Alabama,Watermelons,17,31,49,25,8,29
Alabama,Cottonseed,13,20,21,30,41,13
Alabama,Guar,31,6,28,35,19,8
Alabama,Chili Peppers,36,2,16,35,33,21
Alabama,Chia,22,17,42,36,5,41
Alabama,Cottonseed,46,12,23,33,46,10
Alabama,Camu Camu,12,6,15,3,26,2
Alabama,Chicory,24,25,27,31,16,24
Alabama,Chia,34,49,1,43,11,37
Alabama,Woad,11,25,30,41,48,38
Alabama,Cassava,31,36,10,3,18,35
Alabama,Anise,23,44,30,21,47,1
Alabama,Blackberries,43,41,39,36,19,39
Alabama,Bell Pepper (Red),34,0,22,10,34,25
Alabama,Camu Camu,12,34,39,29,45,30
Alabama,Langsat,46,0,11,38,13,20
Alabama,Maca,12,18,21,29,33,44
Alabama,Sorrel,6,24,8,20,11,32
Alabama,Pitaya,22,43,7,44,5,36
Alabama,Hazelnuts,11,12,11,20,22,47
Alabama,Basil,30,13,28,41,40,10
Alabama,Date Palm,49,13,41,16,8,34
Alabama,Wormwood,11,31,48,18,46,10
Alabama,Mustard Seeds,43,38,32,46,39,49
Alabama,Grapefruits,21,36,28,5,19,21
Alabama,Jalapeño,12,49,7,30,44,39
Alabama,Purslane,36,17,48,8,13,38
Alabama,Olive Tree,13,47,7,22,31,21
Alabama,Blueberries,26,25,18,43,42,28
Alabama,Turnips,39,40,12,5,45,23
Alabama,Swiss Chard,2,16,24,32,45,40
Alabama,Strawberries,30,47,38,48,19,33
Alabama,Agave,25,9,25,35,25,26
Alabama,Buckwheat,29,39,24,2,8,20
Alabama,Endive,8,35,37,44,25,44
Alabama,Basil,38,39,36,45,50,24
Alabama,Turmeric,13,6,50,4,45,18
Alabama,Yarrow,21,38,33,7,33,37
Alabama,Hemp,21,0,49,9,49,46
Alabama,Cloves,17,29,15,23,47,32
Alabama,Cumin,38,5,19,15,25,46
Alabama,Orchard Grass,11,45,45,35,45,50
Alabama,Butternut Squash,18,47,13,19,5,11
Alabama,Apricots,33,13,39,27,43,2
Alabama,Sugarcane,11,0,5,15,15,32
Alabama,Yellow Squash,24,35,30,31,14,25
Alabama,Sorrel,11,41,24,34,11,5
Alabama,Fenugreek,44,6,29,46,8,48
Alabama,Sapote,0,15,31,22,47,21
Alabama,Caimito,29,6,30,41,30,17
Alabama,Dill,37,46,41,21,38,0
Alabama,Tangerines,30,41,39,8,34,43
Alabama,Pitaya,35,0,28,16,3,18
Alabama,Licorice,35,29,43,19,17,0
Alabama,Oats,22,50,38,13,29,12
Alabama,Pistachios,31,31,16,6,10,6
Alabama,Grapefruits,50,30,2,9,46,22
Alabama,Guayule,30,30,40,2,45,50
Alabama,Ghost Pepper,50,14,49,21,4,45
Alabama,Pigeon Peas,29,5,40,8,44,9
Alabama,Bamboo Shoots,35,42,24,39,45,2
Alabama,Acerola,37,48,45,30,28,16
Alabama,Dandelion Greens,2,46,2,44,5,1
Alabama,Lettuce,22,30,25,39,33,4
Alabama,Fig Tree,21,48,27,7,50,12
Alabama,Cabbage,13,5,29,17,39,44
Alabama,Pistachios,49,12,5,20,37,31
Alabama,Purslane,31,16,36,13,50,34
Alabama,Fava Beans,6,41,13,40,37,48
Alabama,Brazil Nuts,38,2,27,13,43,18
Alabama,Madder,26,36,20,1,5,1
Alabama,Collard Greens,14,21,48,1,49,0
Alabama,Black Pepper,11,17,9,30,21,24
Alabama,Caraway,14,17,38,9,8,37
Alabama,Rambai,24,17,19,9,42,37
Alabama,Kidney Beans,33,5,47,29,39,25
Alabama,Aloe,32,20,35,44,10,4
Alabama,Valerian,3,1,13,20,0,41
Alabama,Pawpaw,36,40,15,46,11,37
Alabama,Peaches,50,27,43,18,42,32
Alabama,Sapote,35,39,48,36,29,1
Alabama,Tatsoi,8,17,26,19,26,49
Alabama,Marigold,36,13,40,7,35,5
Alabama,Millet Grass,24,10,21,16,35,36
Alabama,Timothy Grass,23,22,41,9,34,0
Alabama,Coriander,13,17,36,10,8,4
Alabama,Watermelons,37,37,14,43,38,37
Alabama,Potatoes,32,22,8,17,30,1
Alabama,Purslane,33,41,8,31,20,42
Alabama,Purslane,13,35,31,31,20,12
Alabama,Swiss Chard,6,33,12,46,42,45
Alabama,Serrano,19,12,30,14,3,4
Alabama,Brussels Sprouts,36,10,2,27,5,1
Alabama,Goosefoot,42,22,31,23,3,44
Alabama,Black Beans,7,15,40,8,19,30
Alabama,Arugula,41,27,48,2,2,44
Alabama,Cantaloupes,17,4,5,28,37,31
Alabama,Sorghum,3,36,4,44,20,5
Alabama,Butternut Squash,50,14,22,25,40,10
Alabama,Purslane,10,14,21,40,4,7
Alabama,Parsley,32,8,22,36,37,16
Alabama,Cherimoya,26,40,37,50,15,41
Alabama,Tamarinds,25,35,32,19,5,2
Alabama,Cumin,21,10,10,2,22,14
Alabama,Persimmons,38,16,44,1,28,35
Alabama,Rambai,2,5,16,12,29,36
Alabama,Bahiagrass,37,3,39,34,38,42
Alabama,Willow,19,42,32,22,0,33
Alabama,Currants,37,11,30,44,11,49
Alabama,Sweet Potatoes,30,49,49,24,12,30
Alabama,Bell Pepper (Green),13,17,12,41,11,41
Alabama,Cardamom,8,32,17,1,32,18
Alabama,Nectarines,12,10,5,50,39,31
Alabama,Melons,49,43,6,3,30,25
Alabama,Carrots,4,22,9,8,22,14
Alabama,Pomegranates,40,2,31,35,29,16
Alabama,Coconut Palm,38,4,27,46,23,44
Alabama,Serrano,32,50,44,9,43,33
Alabama,Bitter Melon,46,35,3,34,11,29
Alabama,Chamomile,38,3,49,50,17,27
Alabama,Blackberries,30,37,41,43,48,12
Alabama,Napa Cabbage,9,44,20,2,41,28
Alabama,Jicama,25,38,41,41,44,18
Alabama,Tobacco Plant,12,30,38,36,4,39
Alabama,Oregano,1,16,10,25,25,18
Alabama,Breadfruit Tree,27,1,41,48,45,5
Alabama,Grapes,38,33,9,3,46,45
Alabama,Pecans,36,22,14,12,36,21
Alabama,Elderberries,44,46,25,5,11,34
Alabama,Olive Tree,29,14,36,31,13,17
Alabama,Sage,40,4,9,11,42,43
Alabama,Plantains,9,28,1,3,28,39
Alabama,Rose Apples,32,48,50,34,24,48
Alabama,Dill,26,37,41,48,7,50
Alabama,Collard Greens,43,43,29,16,13,38
Alabama,Soursop,19,2,35,42,27,40
Alabama,Tomatillo,5,22,29,10,0,12
Alabama,Nectarines,16,4,42,5,9,18
Alabama,Cassava,49,27,7,3,46,50
Alabama,Artichokes,22,50,35,19,4,26
Alabama,Neem,0,31,11,17,11,5
Alabama,Sunflowers,1,41,48,24,0,31
Alabama,Mint Balm,36,5,25,33,33,39
Alabama,Leeks,31,35,2,8,2,38
Alabama,Basil,28,32,16,3,29,18
Alabama,Radicchio,24,35,11,50,30,33
Alabama,Coriander,5,41,35,14,6,25
Alabama,Pine Nut Tree,3,14,16,43,45,5
Alabama,Feverfew,15,33,19,1,27,25
Alabama,Teak,36,10,16,2,26,49
Alabama,Banana Pepper,2,8,10,19,10,10
Alabama,Sorghum,20,3,22,46,32,42
Alabama,Cardamom,44,26,0,16,3,47
Alabama,Oranges,17,25,8,44,33,41
Alabama,Yams,36,24,21,36,1,2
Alabama,Kiwifruit,37,41,6,5,28,34
Alabama,Feverfew,37,17,35,26,0,36
Alabama,Kale,50,12,21,45,4,21
Alabama,Snap Beans,3,10,10,22,33,26
Alabama,Rosemary,21,39,10,31,33,9
Alabama,Tobacco Plant,45,22,45,48,36,6
Alabama,Lima Beans,24,6,11,19,12,2
Alabama,Bell Pepper (Red),35,47,44,17,31,24
Alabama,Sweet Potatoes,35,49,46,28,24,4
Alabama,Dill,44,42,26,5,14,41
Alabama,Guayusa,12,48,14,38,25,25
Alabama,Bok Choy,1,21,40,45,35,8
Alabama,Tea,31,20,27,25,41,6
Alabama,Fenugreek,43,2,6,5,19,25
Alabama,Anaheim Pepper,46,31,27,33,25,40
Alabama,Water Chestnuts,39,15,31,16,24,45
Alabama,Breadfruit Tree,13,11,32,27,47,0
Alabama,Serrano,21,0,40,24,27,16
Alabama,Mustard Seeds,36,1,25,43,49,40
Alabama,Lavender,38,29,17,27,14,9
Alabama,Arnica,43,1,15,16,24,44
Alabama,Parsley,47,24,32,28,35,6
Alabama,Calendula,5,45,25,6,46,41
Alabama,Mint,7,14,47,44,41,10
Alabama,Dandelion Greens,2,46,1,23,40,1
Alabama,Date Palm,6,10,4,3,20,4
Alabama,Velvet Beans,45,41,17,35,32,23
Alabama,Pinto Beans,44,1,44,8,46,24
Alabama,Beets,8,13,45,48,45,15
Alabama,Guavas,22,36,13,12,46,23
Alabama,Clementines,20,5,17,42,48,31
Alabama,Mangosteens,43,11,26,36,43,33
Alabama,Triticale,9,17,29,42,29,20
Alabama,Poblano Pepper,41,39,15,42,10,9
Alabama,Tobacco Plant,38,8,4,39,23,16
Alabama,Bahiagrass,1,21,9,11,29,14
Alabama,Potatoes,43,3,3,38,20,49
Alabama,Dandelion Greens,2,29,10,45,35,0
Alabama,Kapok,9,25,4,22,42,12
Alabama,Onions,13,17,23,18,17,8
Alabama,Rubber Tree,12,36,1,42,49,45
Alabama,Cauliflower,35,43,27,41,0,16
Alabama,Ginseng,48,0,5,18,34,46
Alabama,Rhubarb,38,5,6,37,34,28
Alabama,Timothy Grass,43,9,47,40,40,48
Alabama,Juniper Berries,31,2,46,49,1,15
Alabama,Calendula,38,8,27,50,2,15
Alabama,Coriander,39,3,3,49,30,13
Alabama,Serrano,49,0,42,39,37,6
Alabama,Winged Beans,44,26,20,48,40,43
Alabama,Chickpeas,17,19,0,17,20,39
Alabama,Rhubarb,2,39,20,48,0,16
Alabama,Aloe,41,23,12,33,50,37
Alabama,Blue Java Banana,6,14,7,22,33,46
Alabama,Mangos,7,9,19,8,21,35
Alabama,Peanuts,35,20,30,48,32,29
Alabama,Fava Beans,11,39,49,34,10,17
Alabama,Bahiagrass,1,34,37,34,24,36
Alabama,Sugarcane,0,37,31,45,13,16
Alabama,Thyme,39,36,15,3,14,27
Alabama,Rambai,39,47,11,45,40,31
Alabama,Hibiscus,43,17,45,21,12,33
Alabama,Acerola,19,42,1,44,40,18
Alabama,Aloe Vera,3,25,44,0,14,20
Alabama,Apricots,24,23,36,9,30,21
Alabama,Tangerines,21,36,4,44,22,30
Alabama,Lentils,0,20,28,16,6,33
Alabama,Mahogany,18,45,13,15,33,28
Alabama,Pears,36,14,32,46,2,7
Alabama,Cinnamon,5,26,9,9,46,22
Alabama,Hemp,33,36,24,29,37,19
Alabama,Pecans,50,30,43,38,9,19
Alabama,Lupins,5,2,24,32,31,43
Alabama,Cloves,15,37,15,17,38,24
Alabama,Yams,48,8,43,47,36,24
Alabama,Chinese Broccoli,6,41,46,24,35,17
Alabama,Currants,8,28,4,14,12,31
Alabama,Lima Beans,46,43,25,41,9,28
Alabama,Kudzu,2,41,44,27,19,15
Alabama,Rhodiola,2,16,36,1,34,30
Alabama,Water Chestnuts,27,30,46,50,37,29
Alabama,Serrano,45,17,16,29,25,8
Alabama,Sugarcane,30,21,18,16,9,38
Alabama,Pitaya,24,23,14,43,21,46
Alabama,Pitaya,9,9,42,19,45,19
Alabama,Chinese Broccoli,28,27,43,45,50,6
Alabama,Velvet Beans,38,29,46,40,35,18
Alabama,Kava,25,39,46,41,15,44
Alabama,Rambutans,30,9,5,10,24,27
Alabama,Sesame,30,19,19,14,35,42
Alabama,Thyme,25,19,12,48,0,38
Alabama,Teff,13,9,50,5,4,4
Alabama,Radicchio,34,31,43,20,5,6
Alabama,Parsley,26,10,9,3,26,26
Alabama,Yerba Mate,49,7,5,13,31,24
Alabama,Yellow Squash,42,36,40,35,29,45
Alabama,Banana Pepper,38,18,30,41,44,45
Alabama,Saffron,24,36,19,33,29,41
Alabama,Ginseng,15,5,35,39,4,47
Alabama,Coffee,14,44,48,41,29,50
Alabama,Gooseberries,23,46,4,42,9,30
Alabama,Breadfruit,48,11,14,49,21,39
Alabama,Chives,4,39,37,19,46,5
Alabama,Brussels Sprouts,7,2,34,11,3,27
Alabama,Mizuna,37,47,13,1,49,29
Alabama,Figs,11,48,36,41,35,4
Alabama,Jicama,7,13,26,5,45,38
Alabama,Lotus Roots,39,47,35,8,11,18
Alabama,Tomatillo,26,37,33,19,39,16
Alabama,Kiwifruit,3,10,44,41,6,16
Alabama,Acorn Squash,48,32,9,2,8,11
Alabama,Peanuts,36,7,37,4,28,28
Alabama,Soursop,26,27,26,35,33,6
Alabama,Chives,7,36,41,35,40,22
Alabama,Coffee,50,24,40,37,29,48
Alabama,Caraway,16,20,49,28,25,3
Alabama,Fonio,0,16,19,7,3,1
Alabama,Onions,1,30,33,24,44,7
Alabama,Jatropha,37,6,8,25,38,11
Alabama,Breadfruit,27,8,11,48,2,25
Alabama,Maple Syrup Tree,31,45,47,40,13,48
Alabama,Bay Leaves,27,17,14,15,10,28
Alabama,Endive,11,3,16,45,50,41
Alabama,Lupins,15,38,10,48,27,49
Alabama,Mulberry Tree,12,2,50,40,5,34
Alabama,Caraway,2,47,1,0,5,33
Alabama,Rose Apples,34,43,37,12,8,37
Alabama,Eggplants,14,20,12,21,27,33
Alabama,Licorice,31,25,3,16,15,37
Alabama,Aloe Vera,46,29,50,6,19,15
Alabama,Habanero,9,14,20,35,10,36
Alabama,Fonio,7,17,6,23,43,29
Alabama,Carrots,37,4,12,25,9,8
Alabama,Bermuda Grass,9,17,29,9,31,30
Alabama,Cayenne Pepper,24,6,33,20,15,14
Alabama,Mung Beans,30,0,0,44,36,23
Alabama,Hops,1,20,15,9,26,26
Alabama,Monkey Orange,44,3,14,30,35,29
Alabama,Kapok,42,24,29,3,44,25
Alabama,Parsley,25,39,19,41,38,27
Alabama,Cranberries,11,40,21,50,9,42
Alabama,Oil Palm,32,33,3,7,43,43
Alabama,Leeks,19,40,9,0,3,31
Alabama,Carrots,30,16,45,3,37,10
Alabama,Pineapples,15,22,46,32,19,6
Alabama,Alfalfa,38,33,37,9,11,19
Alabama,Lavender,39,38,3,43,15,37
Alabama,Baobab Fruit,37,15,36,10,5,3
Alabama,Bitter Melon,28,40,43,24,6,1
Alabama,Tabasco,2,38,7,32,49,38
Alabama,Licorice,17,18,35,2,20,44
Alabama,Mesquite,15,26,34,49,37,21
Alabama,Ginseng,50,46,21,39,48,27
Alabama,Durian,15,13,36,4,30,40
Alabama,Chives,45,41,10,5,48,45
Alabama,Sapodilla,34,47,42,29,3,36
Alabama,Celery,0,47,39,27,17,4
Alabama,Mangosteens,33,27,22,46,21,3
Alabama,Tomatillo,41,45,11,2,8,3
Alabama,Karanda,42,15,35,8,6,44
Alabama,Hops,27,11,7,17,49,7
Alabama,Moringa,21,49,49,48,14,9
Alabama,Camelina,12,11,5,5,36,1
Alabama,Spelt,0,49,3,18,49,43
Alabama,Beets,34,17,13,6,16,29
Alabama,Soybeans,47,29,40,32,2,44
Alabama,Millet,27,37,24,39,46,41
Alabama,Papayas,25,24,15,0,31,22
Alabama,Moringa,8,4,11,24,15,11
Alabama,Cabbage,33,7,7,26,49,6
Alabama,Napa Cabbage,41,10,14,19,49,7
Alabama,Valerian,15,6,28,32,23,14
Alabama,Moringa,23,2,37,31,19,34
Alabama,Coconuts,40,5,33,12,37,26
Alabama,Cardamom,38,10,23,19,8,31
Alabama,Limes,19,41,47,16,44,45
Alabama,Bananas,16,41,10,13,20,22
Alabama,Blueberries,30,47,15,46,33,0
Alabama,Elderberries,19,20,42,38,0,3
Alabama,Celery,10,30,48,28,36,26
Alabama,Carrots,41,34,37,2,44,38
Alabama,Tobacco,1,48,8,14,14,15
Alabama,Bamboo,37,48,4,18,33,38
Alabama,Walnuts,47,42,11,49,50,22
Alabama,Arnica,44,38,47,9,12,7
Alabama,Mustard Seeds,41,2,36,22,7,1
Alabama,Butternut Squash,9,11,38,8,32,21
Alabama,Lima Beans,19,46,18,17,26,49
Alabama,Cashew Apple,1,0,23,8,18,50
Alabama,Blueberries,49,14,48,45,0,10
Alabama,Henna,42,1,12,1,19,12
Alabama,Hemp,45,15,28,21,14,0
Alabama,Scotch Bonnet,42,25,26,34,32,24
Alabama,Kiwifruit,26,5,43,9,27,1
Alabama,Habanero,3,36,5,39,2,15
Alabama,Longan,24,23,23,27,15,6
Alabama,Kale,21,30,6,37,10,40
Alabama,Millet,43,12,8,8,28,21
Alabama,Kava,27,31,35,6,33,47
Alabama,Mesquite,44,39,34,14,4,13
Alabama,Tangerines,19,28,45,26,28,35
Alabama,Arugula,6,43,47,43,24,14
Alabama,Pigeon Peas,25,41,26,7,36,12
Alabama,Starfruit,31,5,46,21,5,50
Alabama,Cottonseed,20,8,38,50,29,34
Alabama,Alfalfa,33,30,3,35,0,7
Alabama,Papayas,48,11,19,39,23,21
Alabama,Blueberries,28,25,18,50,26,14
Alabama,Mangosteens,10,17,42,30,13,30
Alabama,Pineapples,34,10,13,29,31,15
Alabama,Rice,6,23,30,14,28,32
Alabama,Purslane,19,39,26,19,10,19
Alabama,Turmeric,26,32,46,6,14,35
Alabama,Bitter Melon,50,22,2,14,49,38
Alabama,Black Pepper,43,16,47,4,18,46
Alabama,Kudzu,16,25,40,0,15,39
Alabama,Catnip,28,45,20,30,30,0
Alabama,Coriander,39,11,40,43,43,33
Alabama,Chickpeas,20,5,32,29,15,21
